state,lga,ward,health_facility,Latitude,Longitude,type_hf,status,accessibility
Adamawa,Maiha,Sorau 'B',,7.91387,11.879025,Health Clinic,Partially Functioning,True
Adamawa,Maiha,Sorau 'B',WURO MALLUM HC,9.90693833,11.87916999,Health Post,Partially Functioning,True
Adamawa,Maiha,TAMBAJAM,MAGARA HC,9.40090886,11.87975008,Health Clinic,Functioning,True
Adamawa,Maiha,TAMBAJAM,TAMBAJAM PHCC,9.5902398,11.8803217,Health Clinic,Functioning,True
Adamawa,Maiha,TAMBAJAM,,9.59024,11.880322,Health Post,Partially Functioning,True
Adamawa,Maiha,TAMBAJAM,WURO IYA HC,9.56956,11.881802,PHC,Functioning,True
Adamawa,Mayo-Belwa,BAJAMA,Bajama PHCC,12.9197,11.8825,Health Post,Functioning,True
Adamawa,Mayo-Belwa,BAJAMA,Goni HC,8.663382,11.88733,Health Post,Functioning,True
Adamawa,Mayo-Belwa,BINYERI,Bamfo HC,9.211829,11.88769376,Health Clinic,Partially Functioning,True
Adamawa,Mayo-Belwa,BINYERI,Binyeri PHCC,9.8425656,11.88980166,Health Post,Functioning,True
Adamawa,Mayo-Belwa,BINYERI,Gangtang'en PHCC,11.474167,11.890833,Health Post,Functioning,True
Adamawa,Mayo-Belwa,BINYERI,KOSHIM H/POST,9.072222222,11.89111111,Health Post,Functioning,False
Adamawa,Mayo-Belwa,BINYERI,UANG PANA H/POST,9.907009867,11.89189999,Health Post,Not Functioning,True
Adamawa,Mayo-Belwa,GANGFADA,Gambe HC,8.95959,11.895287,PHC,Functioning,True
Adamawa,Mayo-Belwa,GANGFADA,Gangfada PHCC,9.019265,11.895957,PHC,Functioning,True
Adamawa,Mayo-Belwa,GANGFADA,Gangsubeni HC,11.10611111,11.89666667,Health Post,Functioning,True
Adamawa,Mayo-Belwa,GANGFADA,Mbanga HC,8.663365,11.89674,Health Post,Partially Functioning,True
Adamawa,Mayo-Belwa,GANGFADA,Pola Kanoki HC,9.25804055,11.89744831,PHC,Functioning,True
Adamawa,Mayo-Belwa,GANGFADA,Pola Sabongari HC,12.58944444,11.89805556,Health Clinic,Functioning,True
Adamawa,Mayo-Belwa,GANGFADA,TAKKO,12.793546,11.899335,Health Clinic,Functioning,True
Adamawa,Mayo-Belwa,GENGLE,Gengle PHCC,11.986389,11.899722,PHC,Functioning,True
Adamawa,Mayo-Belwa,GENGLE,Kugama HC,10.00022333,11.89995166,PHC,Functioning,True
Adamawa,Mayo-Belwa,GENGLE,Tugga PHCC,9.5921501,11.9005358,PHC,Functioning,True
Adamawa,Mayo-Belwa,GENGLE,Wappa HC,10.70704,11.9014,Health Post,Partially Functioning,True
Adamawa,Mayo-Belwa,GENGLE,Yandang Karaje HC,10.06833333,11.90222222,PHC,Partially Functioning,False
Adamawa,Mayo-Belwa,GOROBI,GOROBI,9.88558166,11.90260166,Health Post,Partially Functioning,True
Adamawa,Mayo-Belwa,GOROBI,LCCN COMMUNITY HEALTH CLINIC,9.30944351,11.90449839,Health Clinic,Partially Functioning,True
Adamawa,Mayo-Belwa,GOROBI,SAKPANE H/POST,8.82,11.90583333,PHC,Not Functioning,True
Adamawa,Mayo-Belwa,GOROBI,Ubakka PHCC,9.574722,11.9059784,Health Post,Functioning,True
Adamawa,Mayo-Belwa,GOROBI,Wakka HC,9.5734226,11.9061046,Health Post,Partially Functioning,True
Adamawa,Mayo-Belwa,GOROBI,Wateme HC,9.574801,11.91,Health Clinic,Functioning,True
Adamawa,Mayo-Belwa,GOROBI,Yelwa PHCC,9.574801,11.906246,PHC,Functioning,True
Adamawa,Mayo-Belwa,JERENG,BAMBE,9.96796666,11.90885833,Health Clinic,Functioning,True
Adamawa,Mayo-Belwa,JERENG,BURA,8.7975,11.90888889,Health Post,Not Functioning,True
Adamawa,Mayo-Belwa,JERENG,DADORU,11.817778,11.909444,Health Clinic,Not Functioning,True
Adamawa,Mayo-Belwa,JERENG,DANGSA,9.36295998,11.91014105,PHC,Functioning,True
Adamawa,Mayo-Belwa,JERENG,GIJARO,8.677262,11.91095,PHC,Functioning,True
Adamawa,Mayo-Belwa,JERENG,JERENA,11.04861111,11.91388889,PHC,Functioning,True
Adamawa,Mayo-Belwa,JERENG,JERENG,9.589388,11.914907,PHC,Functioning,True
Adamawa,Mayo-Belwa,JEYRENG,ZAYONG,8.537312,11.915297,Health Post,Partially Functioning,True
Adamawa,Mayo-Belwa,MaYOFARANG,G1JARO,11.566078,11.916278,Health Clinic,Partially Functioning,True
Adamawa,Mayo-Belwa,MaYOFARANG,LAINDE,10.38416667,11.91666667,PHC,Functioning,True
Adamawa,Mayo-Belwa,MaYOFARANG,MAYOFRANGA,13.10944444,11.9166667,Health Clinic,Functioning,True
Adamawa,Mayo-Belwa,MaYOFARANG,MBALGARE,11.7275,11.916944,Health Clinic,Functioning,True
Adamawa,Mayo-Belwa,MaYOFARANG,RUMDEGIWA,13.0788,11.9175,Health Clinic,Partially Functioning,True
Adamawa,Mayo-Belwa,MaYOFARANG,SEBORE,13.0789,11.9175,Health Clinic,Functioning,True
Adamawa,Mayo-Belwa,MaYOFARANG,WURO YOMBE,13.0786,11.9177,Health Clinic,Functioning,True
Adamawa,Mayo-Belwa,MBILLA,AMINCHI NURSING & MATERNITY,9.5377136,11.9178593,Health Post,Partially Functioning,True
Adamawa,Mayo-Belwa,MBILLA,COTTAGE HOSPITAL,9.5577141,11.91787,Health Post,Partially Functioning,True
Adamawa,Mayo-Belwa,MBILLA,J.TAFFIR BABADA DISPENSARY,9.5577141,11.91787,Health Clinic,Not Functioning,True
Adamawa,Mayo-Belwa,MBILLA,JAWAB CLINIC,9.587714,11.91787,PHC,Functioning,True
Adamawa,Mayo-Belwa,MBILLA,KOWA CLINIC,9.587714,11.91787,Health Clinic,Functioning,True
Adamawa,Mayo-Belwa,MBILLA,MaRKET CLINIC,12887665,11.918195,Hospital,Functioning,True
Adamawa,Mayo-Belwa,MBILLA,Mayo Belwa PHCC,9.588372,11.918583,PHC,Functioning,False
Adamawa,Mayo-Belwa,MBILLA,Mayo Sanganare HC,9.588372,11.918583,Health Post,Partially Functioning,True
Adamawa,Mayo-Belwa,MBILLA,MBILLA,9.588372,11.918583,Health Post,Partially Functioning,True
Adamawa,Mayo-Belwa,MBILLA,Sabongari Tike Hc,9.90188333,11.9192335,Health Post,Not Functioning,True
Adamawa,Mayo-Belwa,MBILLA,Township  PHCC,9.824987,11.920445,Health Clinic,Functioning,True
Adamawa,Mayo-Belwa,NDIKONG,Dalehi HC,11.736111,11.921944,Hospital,Partially Functioning,True
Adamawa,Mayo-Belwa,NDIKONG,Douleggal HC,11.990833,11.922222,IDP Clinic,Functioning,False
Adamawa,Mayo-Belwa,NDIKONG,Garu HC,8.72158,11.923872,PHC,Partially Functioning,True
Adamawa,Mayo-Belwa,NDIKONG,Jumtobe PHCC,8.7675,11.92555556,Health Clinic,Not Functioning,True
Adamawa,Mayo-Belwa,NDIKONG,,9.800299,11.927558,PHC,Functioning,True
Adamawa,Mayo-Belwa,NDIKONG,KAURAME,12.898345,11.9281133,Health Clinic,Functioning,True
Adamawa,Mayo-Belwa,NDIKONG,Ndikong PHCC,10.42471,11.92902,Health Post,Partially Functioning,True
Adamawa,Mayo-Belwa,NDIKONG,POLE WARE HEALTH CLINIC,9.90779666,11.92909666,PHC,Functioning,True
Adamawa,Mayo-Belwa,NDIKONG,Sindigawo HC,9.90860166,11.93108333,Health Clinic,Functioning,True
Adamawa,Mayo-Belwa,NDIKONG,Wuro Yombe HC,9.856355,11.932202,PHC,Functioning,True
Adamawa,Mayo-Belwa,Ribadu,Labbare PHCC,9.96761666,11.93318833,Health Post,Functioning,True
Adamawa,Mayo-Belwa,Ribadu,Ribadu PHCC,11.503353,11.933424,PHC,Functioning,True
Adamawa,Mayo-Belwa,Ribadu,Yolde Gubudo HC,11.503353,11.933424,PHC,Functioning,True
Adamawa,Mayo-Belwa,TOLA,DEJJA H/POST,11.663333,11.936111,IDP Clinic,Partially Functioning,True
Adamawa,Mayo-Belwa,TOLA,Gangwaso PHCC,11.3353946,11.938802,Health Clinic,Functioning,True
Adamawa,Mayo-Belwa,TOLA,MUNSHI H/POST,9.38543296,11.93889341,Health Clinic,Functioning,True
Adamawa,Mayo-Belwa,TOLA,Tola Jabu HC,9.81219,11.940101,Health Clinic,Partially Functioning,True
Adamawa,Mayo-Belwa,TOLA,Tola PHCC,9.91881666,11.94047517,Hospital,Functioning,False
Adamawa,Mayo-Belwa,YOFFO,Binkola PHCC,8.542733,11.945197,Health Post,Partially Functioning,True
Adamawa,Mayo-Belwa,YOFFO,Chukkol PHCC,11.776667,11.945278,Health Clinic,Not Functioning,False
Adamawa,Mayo-Belwa,YOFFO,Mbella HC,12.5817106,11.945684,Health Clinic,Functioning,True
Adamawa,Mayo-Belwa,YOFFO,NYAKAKAWA H/POST,8.485278,11.945957,Health Post,Partially Functioning,True
Adamawa,Mayo-Belwa,YOFFO,Yoffo HC,9.823968,11.946395,Health Post,Partially Functioning,True
Adamawa,Michika,BAKIN KASUWA,MAIN MARKET,11.680833,11.947778,Health Clinic,Functioning,False
Adamawa,Michika,Bazza Margi,Bazza Town PHCC,9.5463162,11.9481513,Health Clinic,Functioning,True
Adamawa,Michika,Bazza Margi,BIANG,9.90915166,11.9487625,Health Clinic,Functioning,True
Adamawa,Michika,Futudou / Futules,DIBIKE HP,9.850555556,11.94916667,Health Post,Functioning,False
Adamawa,Michika,Futudou / Futules,FUTU,12.5933724,11.95008,Health Post,Functioning,True
Adamawa,Michika,Futudou / Futules,FUTUDOU,11.748889,11.951111,PHC,Functioning,True
Adamawa,Michika,Futudou / Futules,HIMIKEDOU HC,8.843583,11.95541,Health Post,Functioning,True
Adamawa,Michika,GARTA / GHUNCHI,GARTA KASSA HC,11.728333,11.955556,Hospital,Functioning,True
Adamawa,Michika,GARTA / GHUNCHI,GARTA PHCC,11.763333,11.955556,Hospital,Functioning,True
Adamawa,Michika,GARTA / GHUNCHI,GHUMCH  HP,9.003792,11.956457,PHC,Functioning,True
Adamawa,Michika,GARTA / GHUNCHI,HYELIMI HC,11.736389,11.956944,Health Post,Not Functioning,True
Adamawa,Michika,GARTA / GHUNCHI,MBORORO HC,11.704444,11.958611,Health Clinic,Functioning,True
Adamawa,Michika,INAMBILIMI,WAMBILIM PHCC,11.737778,11.958611,PHC,Not Functioning,True
Adamawa,Michika,Jigalambu,JiGALAMBU PHCCgalmbu FMHC,9.91799333,11.95908833,PHC,Functioning,True
Adamawa,Michika,Jigalambu,KAN KILIA,11.755,11.96,Health Clinic,Functioning,True
Adamawa,Michika,Jigalambu,MANJI CLINIC,9.98485666,11.96057333,Health Clinic,Functioning,True
Adamawa,Michika,Jigalambu,TUUNWAD HC,9.82239,11.960663,Health Clinic,Not Functioning,True
Adamawa,Michika,Madzi,Blashafa PHCC,11.754167,11.960833,Health Clinic,Functioning,True
Adamawa,Michika,Madzi,Kuburshosho FMHC,9.8235562,11.96102,Health Clinic,Functioning,True
Adamawa,Michika,Madzi,WATA HP,9.823562,11.96102,Health Clinic,Not Functioning,True
Adamawa,Michika,MAIZY,KWAGHE ALBARKACHIRI AND MATERNITY,9.823562,11.96102,Health Clinic,Functioning,True
Adamawa,Michika,Michika  II,GENERAL HOSPITAL MICHIKA,11.750556,11.962222,Health Clinic,Not Functioning,False
Adamawa,Michika,Michika  II,JOHN GOLI HC,11.748611,11.9625,Health Clinic,Functioning,True
Adamawa,Michika,Michika  II,MICHIKA MATERNITY,11.736944,11.962778,Health Clinic,Functioning,True
Adamawa,Michika,Michika  II,TAMAWA CLINIC,11.746944,11.963056,PHC,Functioning,True
Adamawa,Michika,MiCHIKA 1,KOFAN SARKI,9.790988,11.963075,Health Clinic,Functioning,True
Adamawa,Michika,MiCHIKA 1,MICHIKATOWO PHCC,9.91103666,11.96393166,Health Post,Functioning,True
Adamawa,Michika,Minkisi/ Wuro Ngiki,DRIGIMI HC,11.745278,11.966111,PHC,Functioning,True
Adamawa,Michika,Minkisi/ Wuro Ngiki,LIDLE HP,11.966389,11.966389,Health Post,Functioning,True
Adamawa,Michika,Minkisi/ Wuro Ngiki,Minkisi PHCC,8.766111111,11.96861111,PHC,Functioning,True
Adamawa,Michika,MIODA / DLARA,MODA  PHCC,11.739444,11.968889,Health Clinic,Functioning,True
Adamawa,Michika,MKICHIKA 1,ABUSA CLINIC AND MATERNITY,9.706838,11.969155,PHC,Functioning,True
Adamawa,Michika,Moda / Dlaka / Ghenjuwa,DLAKA HP,8.908942,11.97,Health Post,Functioning,True
Adamawa,Michika,Moda / Dlaka / Ghenjuwa,SHADA NURSING HOME,10.02872833,11.97172,PHC,Functioning,True
Adamawa,Michika,MUNKAVICITA,MUNI HC,12.275278,11.974722,Health Post,Not Functioning,True
Adamawa,Michika,MUNNKAFACHITTA,NKAFAMIYA PHCC,9.91372833,11.97545333,Health Post,Not Functioning,True
Adamawa,Michika,SINA KAMALE,E HP,9.649166667,11.9775,PHC,Functioning,True
Adamawa,Michika,SINA KAMALE,KAMALE PHCC,11.756944,11.978056,IDP Clinic,Partially Functioning,True
Adamawa,Michika,SINA KAMALE,NYIBURI HEALTH POST,8.498367,11.978625,PHC,Functioning,True
Adamawa,Michika,SINA KAMALE,SINA - GALI HC,9.048154,11.981049,Health Post,Not Functioning,False
Adamawa,Michika,SINA KAMALE,SINAKWANDE,11.7475,11.984167,Health Clinic,Functioning,True
Adamawa,Michika,SINA KAMALE,SINAMALLA,9.687777778,11.98722222,PHC,Functioning,True
Adamawa,Michika,Sukumu / Tillijo,Tsukumu PHCC,8.462003,11.988572,Health Post,Partially Functioning,True
Adamawa,Michika,T / NGABILI,KELE HP,9.643611111,11.98972222,Health Post,Functioning,True
Adamawa,Michika,TSUKUMA / TILIJO,KUDZUME HC,9.956944444,11.99027778,PHC,Functioning,True
Adamawa,Michika,TSUKUMA / TILIJO,KUDZUMI HC,8.109053,11.991084,Health Post,Functioning,False
Adamawa,Michika,TSUKUMA / TILIJO,SANTAMARIYA,8.018084,11.991369,Health Post,Not Functioning,False
Adamawa,Michika,TSUKUMA / TILIJO,WATSILA,9.431965,11.991423,Health Post,Not Functioning,False
Adamawa,Michika,TSUKUMA / TILIJO,WUMMU HP,9.28661629,11.99197125,Health Post,Partially Functioning,True
Adamawa,Michika,Tumbara / Ngabili,Dzurok PHCC,9.28661629,11.99197125,PHC,Functioning,True
Adamawa,Michika,Tumbara / Ngabili,KWABAPALE PHCC,11.99,11.993611,Health Post,Functioning,True
Adamawa,Michika,Tumbara / Ngabili,KWALIA,9.4117018,11.99450417,Health Post,Functioning,True
Adamawa,Michika,VIH/BOKKA,BOKKA PHCC,9.39383611,11.99456072,PHC,Functioning,True
Adamawa,Michika,VIH/BOKKA,KHOURO PHCC,11.983333,11.994722,Health Post,Not Functioning,True
Adamawa,Michika,VIH/BOKKA,SHAFFA H/ POST,9.688333333,11.995,Health Post,Functioning,True
Adamawa,Michika,VIH/BOKKA,TILIJO HC,11.988333,11.996111,Health Post,Functioning,True
Adamawa,Michika,VIH/BOKKA,VIH HC,11.458611,11.999722,Health Post,Functioning,True
Adamawa,Michika,Wamblimi / Tilli,BOKKU HC,11.550833,11.999722,Health Post,Functioning,True
Adamawa,Michika,Wamblimi / Tilli,TILLI HC,11.280905,12.00141,Health Post,Partially Functioning,True
Adamawa,Michika,ZAH,GRITEA,11.276864,12.002983,Health Post,Partially Functioning,True
Adamawa,Michika,ZAH,KALI  HC,9.6825,12.00333333,PHC,Functioning,True
Adamawa,Michika,ZAH,KARA ZAH HC,8.911398,12.00454,PHC,Functioning,True
Adamawa,Michika,ZAH,ZAH,8.564008,12.005232,PHC,Partially Functioning,True
Adamawa,Michika,ZAH,Zah Greatea PHCC,11.261084,12.005964,Hospital,Not Functioning,False
Adamawa,Mubi North,BAHULI,BAHULI HC,10.5776,12.00628,Health Post,Not Functioning,False
Adamawa,Mubi North,BAHULI,BAHULI PHCC,13.0244,12.0069,Health Clinic,Partially Functioning,True
Adamawa,Mubi North,BAHULI,BOURHA VAMNGO PHCC,8.092485,12.007312,Health Post,Not Functioning,False
Adamawa,Mubi North,BAHULI,MADUGUVA PHCC,9.895277778,12.0075,PHC,Functioning,True
Adamawa,Mubi North,BETSO,BESTO PHCC,9.017032,12.009158,Health Clinic,Functioning,True
Adamawa,Mubi North,BETSO,BETSO MANGO HC,9.529225,12.009178,Health Post,Partially Functioning,True
Adamawa,Mubi North,BETSO,KWA PHCC,10.43238,12.01085,Health Post,Partially Functioning,True
Adamawa,Mubi North,BETSO,MAUZIL HC,8.17791,12.01098,Health Post,Partially Functioning,False
Adamawa,Mubi North,BETSO,SUZUWA PHCC,11.736667,12.011667,Health Clinic,Functioning,False
Adamawa,Mubi North,BETSO,WAMIZHILI HC,8.443072,12.011863,PHC,Functioning,True
Adamawa,Mubi North,BETSO,WUMMU HC,12.8588575,12.0121681,Health Clinic,Functioning,True
Adamawa,Mubi North,DIGIL,DIDIF PHC,9.56018,12.012697,PHC,Functioning,True
Adamawa,Mubi North,DIGIL,DIGIL HC,9.890833333,12.01305556,Health Post,Functioning,True
Adamawa,Mubi North,DIGIL,DIGIL PHCC,10.067778,12.015,Health Post,Partially Functioning,True
Adamawa,Mubi North,DIGIL,WURO HANDE HC,9.672777778,12.01555556,Health Post,Functioning,True
Adamawa,Mubi North,DIGIL,YAZA PHCC,9.530625,12.01697,Health Post,Partially Functioning,True
Adamawa,Mubi North,KOLERE,KOLERE PHCC,9.530625,12.01697,Health Clinic,Partially Functioning,True
Adamawa,Mubi North,LOKUWA,ADSU  MEDICAL  CENT,8.12438,12.017017,Health Clinic,Partially Functioning,True
Adamawa,Mubi North,LOKUWA,BAFA HC,9.48636,12.017197,PHC,Functioning,True
Adamawa,Mubi North,LOKUWA,COLLEGE OF HEALTH CL.,9.699166667,12.01805556,Health Post,Partially Functioning,True
Adamawa,Mubi North,LOKUWA,DIVINE,9.52041,12.018102,PHC,Functioning,True
Adamawa,Mubi North,LOKUWA,FED. POLY. CLINIC,8.8175,12.01888889,PHC,Functioning,True
Adamawa,Mubi North,LOKUWA,GTSS MUBI,9.885,12.02027778,Health Post,Not Functioning,False
Adamawa,Mubi North,LOKUWA,WURO GUDE PHCC,10.02305556,12.02027778,PHC,Partially Functioning,True
Adamawa,Mubi North,LOKWUWA,GSS MUBI HC,10775476,12.02071,Health Clinic,Functioning,True
Adamawa,Mubi North,LOKWUWA,LOKWUWA PHCC,9.900833333,12.02277778,Health Post,Functioning,True
Adamawa,Mubi North,LOKWUWA,UBANDOMA DISP,9.447667,12.02348,Health Post,Partially Functioning,True
Adamawa,Mubi North,MAYO BANI,KOTIRDE PHCC,9.884444444,12.02361111,PHC,Functioning,True
Adamawa,Mubi North,MAYO BANI,MUVA PHCC,9.46325377,12.02441957,PHC,Functioning,True
Adamawa,Mubi North,MIJILU,EYN  DISPENSARY  GADZA,9.882222222,12.02472222,Health Post,Functioning,True
Adamawa,Mubi North,MIJILU,GEMBULA HC,9.46734831,12.02576871,Health Post,Functioning,True
Adamawa,Mubi North,MIJILU,KIRYA HC,11.208962,12.02757,Health Clinic,Functioning,True
Adamawa,Mubi North,MIJILU,KWATALA CBBI CLINIC,9.461765,12.028363,PHC,Functioning,True
Adamawa,Mubi North,MIJILU,MIJILU PHCC,9.046493,12.028578,Health Post,Functioning,False
Adamawa,Mubi North,MIJILU,MIZA PHCC,9.694722222,12.02861111,PHC,Functioning,True
Adamawa,Mubi North,MIJILU,MUKTA HC,9.470847,12.029507,Health Post,Partially Functioning,True
Adamawa,Mubi North,MUCHALLA,BAGIRA PHCC,9.459823,12.029965,PHC,Functioning,True
Adamawa,Mubi North,MUCHALLA,CDM  HC LIRA JILVU,9.9675,12.03027778,PHC,Functioning,True
Adamawa,Mubi North,MUCHALLA,FMHC MUCHALLA,9.46580615,12.03073089,Health Clinic,Functioning,True
Adamawa,Mubi North,MUCHALLA,GOVA HC,9.45245,12.030947,PHC,Functioning,True
Adamawa,Mubi North,MUCHALLA,JILVU PHCC,9.467757,12.031828,Health Clinic,Partially Functioning,True
Adamawa,Mubi North,MUCHALLA,MUCHALLA DISPENSARY,9.466833,12.032437,PHC,Functioning,True
Adamawa,Mubi North,MUCHALLA,MUCHALLA HC,12.9869,12.0328,Health Clinic,Functioning,True
Adamawa,Mubi North,MUCHALLA,MUVUR HC,9.46842707,12.0329016,PHC,Partially Functioning,True
Adamawa,Mubi North,MUCHALLA,NAKOWA NURSING & MATERNITY HOME,9.46842707,12.0329016,Hospital,Functioning,True
Adamawa,Mubi North,NAYO BANI,NAYO BANI PHCC,9.4530419,12.0330938,PHC,Functioning,True
Adamawa,Mubi North,SABON LAYI,RAMADAN DISPENSARY,8.4377522,12.033101,PHC,Functioning,True
Adamawa,Mubi North,SABON LAYI,SABON LAYI PHCC,8.1895383,12.033353,PHC,Partially Functioning,False
Adamawa,Mubi North,SABON LAYI,WURO ALKALI PHCC,9.46235,12.033533,PHC,Functioning,True
Adamawa,Mubi North,VIMTIM,BAPTIST HIGH SCH. CLINIC,9.457437,12.033818,Health Post,Partially Functioning,True
Adamawa,Mubi North,VIMTIM,GSS VIMTIM CLINIC,11.034982,12.035661,Health Post,Not Functioning,False
Adamawa,Mubi North,VIMTIM,NAKOWA HC,8.105452,12.036205,Health Post,Partially Functioning,False
Adamawa,Mubi North,VIMTIM,RIBAWO HC,9.459243,12.03646,PHC,Functioning,True
Adamawa,Mubi North,VIMTIM,SATAM HANATU MEMORIAL CLINIC,9.462663,12.036695,PHC,Partially Functioning,True
Adamawa,Mubi North,VIMTIM,VIMTIM PHCC,9.44658295,12.03722469,Health Clinic,Functioning,True
Adamawa,Mubi North,VUMTUM,DUDA HC,9.007108,12.038425,PHC,Functioning,True
Adamawa,Mubi North,WURU JABIR,AL - AMIN DISP,8.12159,12.040392,Health Post,Partially Functioning,False
Adamawa,Mubi North,YELWA,BASIRA CLINIC,8.189975,12.040897,Health Post,Partially Functioning,False
Adamawa,Mubi North,YELWA,DAZALA HP,9.859722222,12.04111111,Health Post,Partially Functioning,True
Adamawa,Mubi North,YELWA,KOCHIFA PHCC,8.175658,12.041942,Health Post,Partially Functioning,True
Adamawa,Mubi North,YELWA,NEW MARKET PHCC,8.125943,12.043776,PHC,Partially Functioning,True
Adamawa,Mubi North,YELWA,SAMUNAKA H/POST,8.146328,12.044583,Health Clinic,Partially Functioning,False
Adamawa,Mubi South,Dirbishi/Gandira,DIRBISHI PHCC,9.45782431,12.04473492,Health Post,Partially Functioning,True
Adamawa,Mubi South,Dirbishi/Gandira,GANDRA H/C,9.941944444,12.045,PHC,Functioning,True
Adamawa,Mubi South,Duvu/ Chaba/ Girburum,DUVU PHCC,8.121464,12.045955,Health Post,Partially Functioning,True
Adamawa,Mubi South,Duvu/ Chaba/ Girburum,GIRBURUM PHCC,9.45208409,12.04651772,PHC,Functioning,True
Adamawa,Mubi South,GELLA,GELLA PHCC,8.435929,12.0476,Health Post,Partially Functioning,True
Adamawa,Mubi South,GELLA,MALLUHA PHCC,8.435929,12.0476,PHC,Functioning,True
Adamawa,Mubi South,GUDE,GUDE PHCC,8.4363321,12.0476756,Health Post,Partially Functioning,True
Adamawa,Mubi South,GUDE,MONDUVA PHCC,8.111813,12.048033,Health Post,Partially Functioning,False
Adamawa,Mubi South,GUDE,,8.111593,12.048218,Health Post,Partially Functioning,False
Adamawa,Mubi South,GUDE,NGAVAHI PHCC,9.968056,12.04833,PHC,Functioning,True
Adamawa,Mubi South,GUDE,WURO PATUJI PHCC,8.151892,12.04921,Health Clinic,Partially Functioning,True
Adamawa,Mubi South,KWAJA,KINGA H/P,10.58651,12.0502,Health Post,Partially Functioning,False
Adamawa,Mubi South,KWAJA,KISSA,9.180277778,12.05138889,Health Post,Not Functioning,False
Adamawa,Mubi South,KWAJA,KWAJA PHCC,9.633888889,12.05138889,Health Post,Partially Functioning,True
Adamawa,Mubi South,LAMORDE,ARAHAN KUNU PHCC,9.059938,12.053323,PHC,Partially Functioning,True
Adamawa,Mubi South,LAMORDE,ASAAL NURSING HOME,9.772777778,12.05444444,Health Post,Functioning,True
Adamawa,Mubi South,LAMORDE,BEKAY CLINIC,10.97298,12.0547,Health Post,Partially Functioning,False
Adamawa,Mubi South,LAMORDE,ECOGET CLINIC,8.4384008,12.0552264,PHC,Partially Functioning,True
Adamawa,Mubi South,LAMORDE,GAYA H/POST,9.54095739,12.05553432,Health Clinic,Functioning,True
Adamawa,Mubi South,LAMORDE,LAMURDE PHCC,9.803333333,12.05555556,Health Post,Partially Functioning,True
Adamawa,Mubi South,MUDARA,BAGUNA H/C,10.00777778,12.05555556,PHC,Functioning,True
Adamawa,Mubi South,MUDARA,YEWA H/CLINIC,9.790555556,12.05666667,PHC,Functioning,True
Adamawa,Mubi South,Mugulbu/ Yadafa,CHAKAMAJE H/C,9.0506,12.056908,PHC,Functioning,True
Adamawa,Mubi South,Mugulbu/ Yadafa,MUDA PHCC,9.055407,12.058195,Health Clinic,Functioning,True
Adamawa,Mubi South,Mugulbu/ Yadafa,MUGULBU PHCC,11.642222,12.058333,Health Clinic,Functioning,True
Adamawa,Mubi South,Mugulbu/ Yadafa,SAHUDA PHCC,8.4372921,12.0584394,Hospital,Functioning,True
Adamawa,Mubi South,Mugulbu/ Yadafa,YADAFA H/POST,9.056778,12.060263,Health Clinic,Functioning,True
Adamawa,Mubi South,MUJARA,MUJARA PHCC,8.951765,12.061633,PHC,Functioning,True
Adamawa,Mubi South,NASSARAWO,ALUMMA CLINIC,9.058107,12.061972,Health Clinic,Partially Functioning,False
Adamawa,Mubi South,NASSARAWO,BISHOP T. COTTER MEMORIAL H/C,9.454896,12.0621816,PHC,Partially Functioning,True
Adamawa,Mubi South,NASSARAWO,DIVINE NURSING HOME,9.05673,12.063103,PHC,Not Functioning,False
Adamawa,Mubi South,NASSARAWO,GENERAL HOSPITAL,8.2868024,12.0637359,PHC,Functioning,True
Adamawa,Mubi South,NASSARAWO,Nassarawo PHCC,9.551111111,12.06388889,Hospital,Functioning,True
Adamawa,Mubi South,NASSARAWO,WURO BULUDE /HP,9.915277778,12.06722222,Health Post,Partially Functioning,False
Adamawa,Mubi South,NDUKU,AIWA HC,10.53472222,12.06722222,PHC,Functioning,True
Adamawa,Mubi South,NDUKU,DUBU-DUBU PHCC,12.62722222,12.0675,Health Clinic,Functioning,True
Adamawa,Mubi South,NDUKU,KAGII PHCC,9.068333333,12.06833333,Health Clinic,Partially Functioning,True
Adamawa,Mubi South,NDUKU,KWADANKIN,8.877368,12.070267,PHC,Functioning,True
Adamawa,Mubi South,NDUKU,NDUKU HC,9.978055556,12.07305556,Health Post,Partially Functioning,True
Adamawa,Mubi South,NDUKU,TSARANYI HP,9.084482,12.074577,Health Clinic,Partially Functioning,True
Adamawa,Numan,BARE,BARE PHCC,9.433578,12.075115,PHC,Functioning,True
Adamawa,Numan,BARE,UBADONMA HP,9.02117,12.07833,Health Clinic,Partially Functioning,True
Adamawa,Numan,BOLKI,BANG HEALTH POST,9.358776,12.0783716,Health Post,Partially Functioning,True
Adamawa,Numan,BOLKI,BOLKI HEALTH CLINIC,9.6675,12.07916667,PHC,Functioning,True
Adamawa,Numan,BOLKI,KEGBALI HEALTH POST,9.861666667,12.08027778,PHC,Functioning,True
Adamawa,Numan,BOLKI,NZUMOSU PHCC,9.846111111,12.08111111,Health Post,Functioning,True
Adamawa,Numan,BOLKI,YANGA HEALTH CENTER,11.575515,12.083396,Health Post,Not Functioning,False
Adamawa,Numan,GAMADIO,GAMADIO PHCC,10.35083333,12.08416667,PHC,Functioning,True
Adamawa,Numan,GAMADIO,TUNGA LADAN HC,10.90566,12.08567,Health Clinic,Functioning,True
